file,path,language,model,prompt_type,severity,type,rule,message,cwe,tags,software_quality,status,effort
p90_nre_c.c,c/claude/p90_nre_c.c,c,claude,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""colon"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p90_nre_c.c,c/claude/p90_nre_c.c,c,claude,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""val"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p90_nre_c.c,c/claude/p90_nre_c.c,c,claude,NR,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p90_nre_c.c,c/claude/p90_nre_c.c,c,claude,NR,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""p"" is ""KVPair *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p97_fc_c.c,c/claude/p97_fc_c.c,c,claude,FC,BLOCKER,BUG,c:S3519,Memory copy function accesses out-of-bound array element,cwe,"cert,cwe,symbolic-execution",RELIABILITY,OPEN,5min
p98_fc_c.c,c/claude/p98_fc_c.c,c,claude,FC,BLOCKER,BUG,c:S3519,Memory copy function accesses out-of-bound array element,cwe,"cert,cwe,symbolic-execution",RELIABILITY,OPEN,5min
p98_nre_c.c,c/claude/p98_nre_c.c,c,claude,NR,MINOR,CODE_SMELL,c:S1103,"Remove the misleading ""//"" characters.",none,"based-on-misra,cert,confusing",MAINTAINABILITY,OPEN,2min
p99_fc_c.c,c/claude/p99_fc_c.c,c,claude,FC,BLOCKER,BUG,c:S3519,Memory copy function accesses out-of-bound array element,cwe,"cert,cwe,symbolic-execution",RELIABILITY,OPEN,5min
p71_nr.c,c/gemini/p71_nr.c,c,gemini,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""len_str"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_nr.c,c/gemini/p71_nr.c,c,gemini,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""safe_path"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p72_fc.c,c/gemini/p72_fc.c,c,gemini,FC,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""file_content"" is ""char *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p72_fc.c,c/gemini/p72_fc.c,c,gemini,FC,MAJOR,VULNERABILITY,c:S2612,"Granting permissions to ""others"" can lead to unauthorized access to files.",cwe,"cert,cwe",SECURITY,OPEN,5min
p72_nre.c,c/gemini/p72_nre.c,c,gemini,NR,MAJOR,CODE_SMELL,c:S1110,Remove these redundant parentheses.,none,confusing,MAINTAINABILITY,OPEN,1min
p88_nr.c,c/gemini/p88_nr.c,c,gemini,NR,CRITICAL,CODE_SMELL,c:S859,cast from 'const char *' to 'unsigned char *' drops const qualifier,none,"cert,cppcoreguidelines,misra-c++2008,misra-c2004,misra-c2012,suspicious",MAINTAINABILITY,OPEN,20min
p88_nr.c,c/gemini/p88_nr.c,c,gemini,NR,CRITICAL,CODE_SMELL,c:S134,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,none,brain-overload,MAINTAINABILITY,OPEN,10min
p90_fc.c,c/gemini/p90_fc.c,c,gemini,FC,CRITICAL,CODE_SMELL,c:S859,cast from 'const char *' to 'unsigned char *' drops const qualifier,none,"cert,cppcoreguidelines,misra-c++2008,misra-c2004,misra-c2012,suspicious",MAINTAINABILITY,OPEN,20min
p90_fc.c,c/gemini/p90_fc.c,c,gemini,FC,CRITICAL,CODE_SMELL,c:S134,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,none,brain-overload,MAINTAINABILITY,OPEN,10min
p57_fc.c,c/gpt/p57_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""old_email"" is ""char *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p57_fc.c,c/gpt/p57_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""new_email"" is ""char *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p57_fc.c,c/gpt/p57_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""password"" is ""char *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p57_fc.c,c/gpt/p57_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p57_nc.c,c/gpt/p57_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p57_nr.c,c/gpt/p57_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p57_nre.c,c/gpt/p57_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S995,"Make the type of this parameter a pointer-to-const. The current type of ""email"" is ""char *"".",none,"bad-practice,misra-c++2008,misra-c2004,misra-c2012",MAINTAINABILITY,OPEN,2min
p57_nre.c,c/gpt/p57_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p70_fc.c,c/gpt/p70_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p70_fc.c,c/gpt/p70_fc.c,c,gpt,FC,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p70_nc.c,c/gpt/p70_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p70_nc.c,c/gpt/p70_nc.c,c,gpt,NC,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p70_nc.c,c/gpt/p70_nc.c,c,gpt,NC,MAJOR,CODE_SMELL,c:S107,"This function has 8 parameters, which is greater than the 7 authorized.",none,brain-overload,MAINTAINABILITY,OPEN,20min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""part"" is ""unsigned char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""headers_end"" is ""unsigned char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""fn_end"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""ct_end"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""file_start"" is ""unsigned char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p70_nre.c,c/gpt/p70_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""file_end"" is ""unsigned char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,CRITICAL,CODE_SMELL,c:S3776,Refactor this function to reduce its Cognitive Complexity from 44 to the 25 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,24min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""file_part"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""name_field"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""filename_field"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""filename_end"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_fc.c,c/gpt/p71_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""file_end"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,CRITICAL,CODE_SMELL,c:S3776,Refactor this function to reduce its Cognitive Complexity from 26 to the 25 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,6min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,MAJOR,CODE_SMELL,c:S107,"This function has 9 parameters, which is greater than the 7 authorized.",none,brain-overload,MAINTAINABILITY,OPEN,20min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,MAJOR,CODE_SMELL,c:S107,"This function has 8 parameters, which is greater than the 7 authorized.",none,brain-overload,MAINTAINABILITY,OPEN,20min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,MAJOR,CODE_SMELL,c:S1066,"Merge this ""if"" statement with the enclosing one.",none,clumsy,MAINTAINABILITY,OPEN,5min
p71_nc.c,c/gpt/p71_nc.c,c,gpt,NC,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p71_nr.c,c/gpt/p71_nr.c,c,gpt,NR,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p71_nr.c,c/gpt/p71_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5955,"Declare the variable ""i"" inside the loop.",none,"clumsy,cppcoreguidelines",MAINTAINABILITY,OPEN,5min
p71_nr.c,c/gpt/p71_nr.c,c,gpt,NR,CRITICAL,CODE_SMELL,c:S3776,Refactor this function to reduce its Cognitive Complexity from 28 to the 25 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,8min
p71_nr.c,c/gpt/p71_nr.c,c,gpt,NR,MAJOR,CODE_SMELL,c:S1066,"Merge this ""if"" statement with the enclosing one.",none,clumsy,MAINTAINABILITY,OPEN,5min
p71_nre.c,c/gpt/p71_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1905,Remove this redundant cast.,none,"clumsy,redundant",MAINTAINABILITY,OPEN,5min
p72_fc.c,c/gpt/p72_fc.c,c,gpt,FC,CRITICAL,VULNERABILITY,c:S5847,Remove this TOCTOU race condition window when accessing files,cwe,"cert,cwe",SECURITY,OPEN,10min
p72_fc.c,c/gpt/p72_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p72_nc.c,c/gpt/p72_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p72_nr.c,c/gpt/p72_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5955,"Declare the variable ""i"" inside the loop.",none,"clumsy,cppcoreguidelines",MAINTAINABILITY,OPEN,5min
p72_nr.c,c/gpt/p72_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p72_nre.c,c/gpt/p72_nre.c,c,gpt,NR,MAJOR,VULNERABILITY,c:S2612,"Granting permissions to ""others"" can lead to unauthorized access to files.",cwe,"cert,cwe",SECURITY,OPEN,5min
p88_fc.c,c/gpt/p88_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_fc.c,c/gpt/p88_fc.c,c,gpt,FC,CRITICAL,CODE_SMELL,c:S3776,Refactor this function to reduce its Cognitive Complexity from 28 to the 25 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,8min
p88_fc.c,c/gpt/p88_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""line"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_fc.c,c/gpt/p88_fc.c,c,gpt,FC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p88_fc.c,c/gpt/p88_fc.c,c,gpt,FC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MAJOR,CODE_SMELL,c:S3562,"Add a ""default"" case to this switch statement.",none,suspicious,MAINTAINABILITY,OPEN,10min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""start"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S5955,"Declare the variable ""i"" inside the loop.",none,"clumsy,cppcoreguidelines",MAINTAINABILITY,OPEN,5min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,CRITICAL,CODE_SMELL,c:S3776,Refactor this function to reduce its Cognitive Complexity from 27 to the 25 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,7min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,CRITICAL,CODE_SMELL,c:S134,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,none,brain-overload,MAINTAINABILITY,OPEN,10min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""query"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""yaml_param"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_nc.c,c/gpt/p88_nc.c,c,gpt,NC,MAJOR,BUG,c:S1763,code will never be executed,cwe,"based-on-misra,cert,cwe,unused",RELIABILITY,OPEN,5min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,MAJOR,CODE_SMELL,c:S3562,"Add a ""default"" case to this switch statement.",none,suspicious,MAINTAINABILITY,OPEN,10min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""start"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,CRITICAL,CODE_SMELL,c:S3776,Refactor this function to reduce its Cognitive Complexity from 34 to the 25 allowed.,none,brain-overload,MAINTAINABILITY,OPEN,14min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""line"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,MINOR,CODE_SMELL,c:S7116,"If you want to access the first element of this array, do it explicitly directly instead of through a decayed pointer.",none,confusing,MAINTAINABILITY,OPEN,5min
p88_nr.c,c/gpt/p88_nr.c,c,gpt,NR,CRITICAL,CODE_SMELL,c:S134,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,none,brain-overload,MAINTAINABILITY,OPEN,10min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MAJOR,BUG,c:S836,1st function call argument is an uninitialized value,cwe,"based-on-misra,cwe,symbolic-execution",RELIABILITY,OPEN,15min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""start"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p88_nre.c,c/gpt/p88_nre.c,c,gpt,NR,MAJOR,BUG,c:S1763,code will never be executed,cwe,"based-on-misra,cert,cwe,unused",RELIABILITY,OPEN,5min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""src"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""token"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""param_value"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""query"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89_fc.c,c/gpt/p89_fc.c,c,gpt,FC,MAJOR,BUG,c:S1763,code will never be executed,cwe,"based-on-misra,cert,cwe,unused",RELIABILITY,OPEN,5min
p89_nc.c,c/gpt/p89_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S5350,"Make the type of this variable a pointer-to-const. The current type of ""token"" is ""char *"".",none,"bad-practice,based-on-misra",MAINTAINABILITY,OPEN,2min
p89_nc.c,c/gpt/p89_nc.c,c,gpt,NC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p89_nc.c,c/gpt/p89_nc.c,c,gpt,NC,BLOCKER,CODE_SMELL,c:S1912,"Replace this call to the non reentrant function ""strtok"" by a call to ""strtok_r"".",none,multi-threading,MAINTAINABILITY,OPEN,30min
p89_nc.c,c/gpt/p89_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S1659,Define each identifier in a dedicated statement.,none,"based-on-misra,cert,convention",MAINTAINABILITY,OPEN,5min
p89_nc.c,c/gpt/p89_nc.c,c,gpt,NC,MINOR,CODE_SMELL,c:S886,Refactor this loop so that it is less error-prone.,none,based-on-misra,MAINTAINABILITY,OPEN,10min
